,Loss,S1,S2,S2_Call,S1_Call,S2_Put,S1_Put,Date,Symbol
344,-771.0,104.0,108.0,0.54,-4.25,-0.005,0.005,2023-04-14,GOOGL
476,-771.0,104.0,108.0,0.54,-4.25,-0.005,0.005,2023-04-28,GOOGL
410,-771.0,104.0,108.0,0.54,-4.25,-0.005,0.005,2023-04-21,GOOGL
278,-771.0,104.0,108.0,0.54,-4.25,-0.005,0.005,2023-04-06,GOOGL
465,-752.9999999999999,103.0,107.0,2.27,-5.8,-0.005,0.005,2023-04-28,GOOGL
399,-752.9999999999999,103.0,107.0,2.27,-5.8,-0.005,0.005,2023-04-21,GOOGL
267,-752.9999999999999,103.0,107.0,2.27,-5.8,-0.005,0.005,2023-04-06,GOOGL
333,-752.9999999999999,103.0,107.0,2.27,-5.8,-0.005,0.005,2023-04-14,GOOGL
384,-751.0,109.0,113.0,0.005,-0.005,-4.21,0.7,2023-04-14,GOOGL
516,-751.0,109.0,113.0,0.005,-0.005,-4.21,0.7,2023-04-28,GOOGL
318,-751.0,109.0,113.0,0.005,-0.005,-4.21,0.7,2023-04-06,GOOGL
450,-751.0,109.0,113.0,0.005,-0.005,-4.21,0.7,2023-04-21,GOOGL
502,-696.0000000000001,107.0,110.0,0.005,-2.27,-1.7000000000000002,0.005,2023-04-28,GOOGL
370,-696.0000000000001,107.0,110.0,0.005,-2.27,-1.7000000000000002,0.005,2023-04-14,GOOGL
304,-696.0000000000001,107.0,110.0,0.005,-2.27,-1.7000000000000002,0.005,2023-04-06,GOOGL
436,-696.0000000000001,107.0,110.0,0.005,-2.27,-1.7000000000000002,0.005,2023-04-21,GOOGL
509,-643.0000000000001,108.0,111.0,0.005,-0.54,-2.9000000000000004,0.005,2023-04-28,GOOGL
311,-643.0000000000001,108.0,111.0,0.005,-0.54,-2.9000000000000004,0.005,2023-04-06,GOOGL
443,-643.0000000000001,108.0,111.0,0.005,-0.54,-2.9000000000000004,0.005,2023-04-21,GOOGL
377,-643.0000000000001,108.0,111.0,0.005,-0.54,-2.9000000000000004,0.005,2023-04-14,GOOGL
398,-628.5,103.0,106.0,2.5149999999999997,-5.8,-0.005,0.005,2023-04-21,GOOGL
332,-628.5,103.0,106.0,2.5149999999999997,-5.8,-0.005,0.005,2023-04-14,GOOGL
464,-628.5,103.0,106.0,2.5149999999999997,-5.8,-0.005,0.005,2023-04-28,GOOGL
266,-628.5,103.0,106.0,2.5149999999999997,-5.8,-0.005,0.005,2023-04-06,GOOGL
362,-620.5,106.0,109.0,0.005,-2.5149999999999997,-0.7,0.005,2023-04-14,GOOGL
428,-620.5,106.0,109.0,0.005,-2.5149999999999997,-0.7,0.005,2023-04-21,GOOGL
494,-620.5,106.0,109.0,0.005,-2.5149999999999997,-0.7,0.005,2023-04-28,GOOGL
296,-620.5,106.0,109.0,0.005,-2.5149999999999997,-0.7,0.005,2023-04-06,GOOGL
607,-607.0,98.0,101.0,1.0050000000000001,-4.075,-0.005,0.005,2023-04-14,AMZN
541,-607.0,98.0,101.0,1.0050000000000001,-4.075,-0.005,0.005,2023-04-06,AMZN
739,-607.0,98.0,101.0,1.0050000000000001,-4.075,-0.005,0.005,2023-04-28,AMZN
673,-607.0,98.0,101.0,1.0050000000000001,-4.075,-0.005,0.005,2023-04-21,AMZN
784,-604.5,104.0,107.0,0.005,-0.005,-4.975,1.9300000000000002,2023-04-28,AMZN
722,-604.5,105.0,108.0,0.005,-0.005,-5.975,2.9299999999999997,2023-04-21,AMZN
718,-604.5,104.0,107.0,0.005,-0.005,-4.975,1.9300000000000002,2023-04-21,AMZN
788,-604.5,105.0,108.0,0.005,-0.005,-5.975,2.9299999999999997,2023-04-28,AMZN
586,-604.5,104.0,107.0,0.005,-0.005,-4.975,1.9300000000000002,2023-04-06,AMZN
590,-604.5,105.0,108.0,0.005,-0.005,-5.975,2.9299999999999997,2023-04-06,AMZN
656,-604.5,105.0,108.0,0.005,-0.005,-5.975,2.9299999999999997,2023-04-14,AMZN
652,-604.5,104.0,107.0,0.005,-0.005,-4.975,1.9300000000000002,2023-04-14,AMZN
977,-602.9999999999999,93.0,96.0,0.005,-0.005,-3.55,0.52,2023-04-21,AMD
911,-602.9999999999999,93.0,96.0,0.005,-0.005,-3.55,0.52,2023-04-14,AMD
1043,-602.9999999999999,93.0,96.0,0.005,-0.005,-3.55,0.52,2023-04-28,AMD
845,-602.9999999999999,93.0,96.0,0.005,-0.005,-3.55,0.52,2023-04-06,AMD
1013,-602.5,89.0,92.0,0.45,-3.475,-0.005,0.005,2023-04-28,AMD
1052,-602.5,95.0,98.0,0.005,-0.005,-5.550000000000001,2.5250000000000004,2023-04-28,AMD
986,-602.5,95.0,98.0,0.005,-0.005,-5.550000000000001,2.5250000000000004,2023-04-21,AMD
854,-602.5,95.0,98.0,0.005,-0.005,-5.550000000000001,2.5250000000000004,2023-04-06,AMD
947,-602.5,89.0,92.0,0.45,-3.475,-0.005,0.005,2023-04-21,AMD
920,-602.5,95.0,98.0,0.005,-0.005,-5.550000000000001,2.5250000000000004,2023-04-14,AMD
815,-602.5,89.0,92.0,0.45,-3.475,-0.005,0.005,2023-04-06,AMD
881,-602.5,89.0,92.0,0.45,-3.475,-0.005,0.005,2023-04-14,AMD
916,-601.5,94.0,97.0,0.005,-0.005,-4.550000000000001,1.535,2023-04-14,AMD
647,-601.5,103.0,106.0,0.005,-0.005,-3.9499999999999997,0.935,2023-04-14,AMZN
485,-601.5,105.0,108.0,0.54,-3.555,-0.005,0.005,2023-04-28,GOOGL
419,-601.5,105.0,108.0,0.54,-3.555,-0.005,0.005,2023-04-21,GOOGL
850,-601.5,94.0,97.0,0.005,-0.005,-4.550000000000001,1.535,2023-04-06,AMD
779,-601.5,103.0,106.0,0.005,-0.005,-3.9499999999999997,0.935,2023-04-28,AMZN
287,-601.5,105.0,108.0,0.54,-3.555,-0.005,0.005,2023-04-06,GOOGL
1048,-601.5,94.0,97.0,0.005,-0.005,-4.550000000000001,1.535,2023-04-28,AMD
982,-601.5,94.0,97.0,0.005,-0.005,-4.550000000000001,1.535,2023-04-21,AMD
353,-601.5,105.0,108.0,0.54,-3.555,-0.005,0.005,2023-04-14,GOOGL
581,-601.5,103.0,106.0,0.005,-0.005,-3.9499999999999997,0.935,2023-04-06,AMZN
713,-601.5,103.0,106.0,0.005,-0.005,-3.9499999999999997,0.935,2023-04-21,AMZN
964,-601.0,91.0,94.0,0.005,-1.4849999999999999,-1.535,0.005,2023-04-21,AMD
1030,-601.0,91.0,94.0,0.005,-1.4849999999999999,-1.535,0.005,2023-04-28,AMD
898,-601.0,91.0,94.0,0.005,-1.4849999999999999,-1.535,0.005,2023-04-14,AMD
832,-601.0,91.0,94.0,0.005,-1.4849999999999999,-1.535,0.005,2023-04-06,AMD
794,-600.0,87.0,90.0,2.475,-5.475,-0.005,0.005,2023-04-06,AMD
926,-600.0,87.0,90.0,2.475,-5.475,-0.005,0.005,2023-04-21,AMD
860,-600.0,87.0,90.0,2.475,-5.475,-0.005,0.005,2023-04-14,AMD
992,-600.0,87.0,90.0,2.475,-5.475,-0.005,0.005,2023-04-28,AMD
805,-599.0,88.0,91.0,1.4849999999999999,-4.475,-0.005,0.005,2023-04-06,AMD
871,-599.0,88.0,91.0,1.4849999999999999,-4.475,-0.005,0.005,2023-04-14,AMD
937,-599.0,88.0,91.0,1.4849999999999999,-4.475,-0.005,0.005,2023-04-21,AMD
1003,-599.0,88.0,91.0,1.4849999999999999,-4.475,-0.005,0.005,2023-04-28,AMD
956,-598.5,90.0,93.0,0.005,-2.475,-0.52,0.005,2023-04-21,AMD
1022,-598.5,90.0,93.0,0.005,-2.475,-0.52,0.005,2023-04-28,AMD
824,-598.5,90.0,93.0,0.005,-2.475,-0.52,0.005,2023-04-06,AMD
890,-598.5,90.0,93.0,0.005,-2.475,-0.52,0.005,2023-04-14,AMD
662,-597.5,97.0,100.0,2.05,-5.025,-0.005,0.005,2023-04-21,AMZN
728,-597.5,97.0,100.0,2.05,-5.025,-0.005,0.005,2023-04-28,AMZN
530,-597.5,97.0,100.0,2.05,-5.025,-0.005,0.005,2023-04-06,AMZN
560,-597.5,100.0,103.0,0.005,-2.05,-0.935,0.005,2023-04-06,AMZN
758,-597.5,100.0,103.0,0.005,-2.05,-0.935,0.005,2023-04-28,AMZN
626,-597.5,100.0,103.0,0.005,-2.05,-0.935,0.005,2023-04-14,AMZN
692,-597.5,100.0,103.0,0.005,-2.05,-0.935,0.005,2023-04-21,AMZN
596,-597.5,97.0,100.0,2.05,-5.025,-0.005,0.005,2023-04-14,AMZN
683,-597.0000000000001,99.0,102.0,0.09,-3.015,-0.049999999999999996,0.005,2023-04-21,AMZN
551,-597.0000000000001,99.0,102.0,0.09,-3.015,-0.049999999999999996,0.005,2023-04-06,AMZN
749,-597.0000000000001,99.0,102.0,0.09,-3.015,-0.049999999999999996,0.005,2023-04-28,AMZN
617,-597.0000000000001,99.0,102.0,0.09,-3.015,-0.049999999999999996,0.005,2023-04-14,AMZN
641,-596.5,102.0,105.0,0.005,-0.09,-2.9299999999999997,0.049999999999999996,2023-04-14,AMZN
773,-596.5,102.0,105.0,0.005,-0.09,-2.9299999999999997,0.049999999999999996,2023-04-28,AMZN
575,-596.5,102.0,105.0,0.005,-0.09,-2.9299999999999997,0.049999999999999996,2023-04-06,AMZN
839,-596.5,92.0,95.0,0.005,-0.45,-2.5250000000000004,0.005,2023-04-06,AMD
905,-596.5,92.0,95.0,0.005,-0.45,-2.5250000000000004,0.005,2023-04-14,AMD
971,-596.5,92.0,95.0,0.005,-0.45,-2.5250000000000004,0.005,2023-04-21,AMD
707,-596.5,102.0,105.0,0.005,-0.09,-2.9299999999999997,0.049999999999999996,2023-04-21,AMZN
1037,-596.5,92.0,95.0,0.005,-0.45,-2.5250000000000004,0.005,2023-04-28,AMD
634,-592.5000000000001,101.0,104.0,0.005,-1.0050000000000001,-1.9300000000000002,0.005,2023-04-14,AMZN
700,-592.5000000000001,101.0,104.0,0.005,-1.0050000000000001,-1.9300000000000002,0.005,2023-04-21,AMZN
766,-592.5000000000001,101.0,104.0,0.005,-1.0050000000000001,-1.9300000000000002,0.005,2023-04-28,AMZN
568,-592.5000000000001,101.0,104.0,0.005,-1.0050000000000001,-1.9300000000000002,0.005,2023-04-06,AMZN
326,-565.0,111.0,114.0,0.005,-0.005,-5.55,2.9000000000000004,2023-04-06,GOOGL
458,-565.0,111.0,114.0,0.005,-0.005,-5.55,2.9000000000000004,2023-04-21,GOOGL
392,-565.0,111.0,114.0,0.005,-0.005,-5.55,2.9000000000000004,2023-04-14,GOOGL
524,-565.0,111.0,114.0,0.005,-0.005,-5.55,2.9000000000000004,2023-04-28,GOOGL
317,-556.0,109.0,112.0,0.005,-0.005,-3.2600000000000002,0.7,2023-04-06,GOOGL
515,-556.0,109.0,112.0,0.005,-0.005,-3.2600000000000002,0.7,2023-04-28,GOOGL
449,-556.0,109.0,112.0,0.005,-0.005,-3.2600000000000002,0.7,2023-04-21,GOOGL
383,-556.0,109.0,112.0,0.005,-0.005,-3.2600000000000002,0.7,2023-04-14,GOOGL
162,-554.9999999999999,157.5,160.0,4.425000000000001,-7.475,-0.005,0.005,2023-04-21,AAPL
228,-554.9999999999999,157.5,160.0,4.425000000000001,-7.475,-0.005,0.005,2023-04-28,AAPL
30,-554.9999999999999,157.5,160.0,4.425000000000001,-7.475,-0.005,0.005,2023-04-06,AAPL
96,-554.9999999999999,157.5,160.0,4.425000000000001,-7.475,-0.005,0.005,2023-04-14,AAPL
183,-551.0,165.0,167.5,0.005,-0.005,-3.4699999999999998,0.45999999999999996,2023-04-21,AAPL
51,-551.0,165.0,167.5,0.005,-0.005,-3.4699999999999998,0.45999999999999996,2023-04-06,AAPL
249,-551.0,165.0,167.5,0.005,-0.005,-3.4699999999999998,0.45999999999999996,2023-04-28,AAPL
454,-551.0,110.0,113.0,0.005,-0.005,-4.21,1.7000000000000002,2023-04-21,GOOGL
322,-551.0,110.0,113.0,0.005,-0.005,-4.21,1.7000000000000002,2023-04-06,GOOGL
117,-551.0,165.0,167.5,0.005,-0.005,-3.4699999999999998,0.45999999999999996,2023-04-14,AAPL
520,-551.0,110.0,113.0,0.005,-0.005,-4.21,1.7000000000000002,2023-04-28,GOOGL
388,-551.0,110.0,113.0,0.005,-0.005,-4.21,1.7000000000000002,2023-04-14,GOOGL
63,-542.5000000000001,172.5,175.0,0.005,-0.005,-10.425,7.5,2023-04-06,AAPL
129,-542.5000000000001,172.5,175.0,0.005,-0.005,-10.425,7.5,2023-04-14,AAPL
195,-542.5000000000001,172.5,175.0,0.005,-0.005,-10.425,7.5,2023-04-21,AAPL
261,-542.5000000000001,172.5,175.0,0.005,-0.005,-10.425,7.5,2023-04-28,AAPL
21,-504.9999999999999,155.0,157.5,7.475,-10.024999999999999,-0.005,0.005,2023-04-06,AAPL
219,-504.9999999999999,155.0,157.5,7.475,-10.024999999999999,-0.005,0.005,2023-04-28,AAPL
87,-504.9999999999999,155.0,157.5,7.475,-10.024999999999999,-0.005,0.005,2023-04-14,AAPL
153,-504.9999999999999,155.0,157.5,7.475,-10.024999999999999,-0.005,0.005,2023-04-21,AAPL
45,-504.5,162.5,165.0,0.005,-2.095,-0.45999999999999996,0.005,2023-04-06,AAPL
111,-504.5,162.5,165.0,0.005,-2.095,-0.45999999999999996,0.005,2023-04-14,AAPL
243,-504.5,162.5,165.0,0.005,-2.095,-0.45999999999999996,0.005,2023-04-28,AAPL
177,-504.5,162.5,165.0,0.005,-2.095,-0.45999999999999996,0.005,2023-04-21,AAPL
0,-502.4999999999999,150.0,152.5,12.175,-14.7,-0.005,0.005,2023-04-06,AAPL
198,-502.4999999999999,150.0,152.5,12.175,-14.7,-0.005,0.005,2023-04-28,AAPL
66,-502.4999999999999,150.0,152.5,12.175,-14.7,-0.005,0.005,2023-04-14,AAPL
132,-502.4999999999999,150.0,152.5,12.175,-14.7,-0.005,0.005,2023-04-21,AAPL
343,-498.00000000000006,104.0,107.0,2.27,-4.25,-0.005,0.005,2023-04-14,GOOGL
409,-498.00000000000006,104.0,107.0,2.27,-4.25,-0.005,0.005,2023-04-21,GOOGL
475,-498.00000000000006,104.0,107.0,2.27,-4.25,-0.005,0.005,2023-04-28,GOOGL
277,-498.00000000000006,104.0,107.0,2.27,-4.25,-0.005,0.005,2023-04-06,GOOGL
369,-496.0,107.0,109.0,0.005,-2.27,-0.7,0.005,2023-04-14,GOOGL
501,-496.0,107.0,109.0,0.005,-2.27,-0.7,0.005,2023-04-28,GOOGL
303,-496.0,107.0,109.0,0.005,-2.27,-0.7,0.005,2023-04-06,GOOGL
435,-496.0,107.0,109.0,0.005,-2.27,-0.7,0.005,2023-04-21,GOOGL
170,-483.0,160.0,162.5,2.095,-4.425000000000001,-0.005,0.005,2023-04-21,AAPL
38,-483.0,160.0,162.5,2.095,-4.425000000000001,-0.005,0.005,2023-04-06,AAPL
236,-483.0,160.0,162.5,2.095,-4.425000000000001,-0.005,0.005,2023-04-28,AAPL
104,-483.0,160.0,162.5,2.095,-4.425000000000001,-0.005,0.005,2023-04-14,AAPL
188,-473.00000000000006,167.5,170.0,0.005,-0.005,-5.7,3.4699999999999998,2023-04-21,AAPL
56,-473.00000000000006,167.5,170.0,0.005,-0.005,-5.7,3.4699999999999998,2023-04-06,AAPL
122,-473.00000000000006,167.5,170.0,0.005,-0.005,-5.7,3.4699999999999998,2023-04-14,AAPL
254,-473.00000000000006,167.5,170.0,0.005,-0.005,-5.7,3.4699999999999998,2023-04-28,AAPL
131,-467.4999999999999,175.0,177.5,0.005,-0.005,-12.6,10.425,2023-04-14,AAPL
263,-467.4999999999999,175.0,177.5,0.005,-0.005,-12.6,10.425,2023-04-28,AAPL
197,-467.4999999999999,175.0,177.5,0.005,-0.005,-12.6,10.425,2023-04-21,AAPL
65,-467.4999999999999,175.0,177.5,0.005,-0.005,-12.6,10.425,2023-04-06,AAPL
11,-465.0000000000002,152.5,155.0,10.024999999999999,-12.175,-0.005,0.005,2023-04-06,AAPL
77,-465.0000000000002,152.5,155.0,10.024999999999999,-12.175,-0.005,0.005,2023-04-14,AAPL
143,-465.0000000000002,152.5,155.0,10.024999999999999,-12.175,-0.005,0.005,2023-04-21,AAPL
209,-465.0000000000002,152.5,155.0,10.024999999999999,-12.175,-0.005,0.005,2023-04-28,AAPL
258,-430.0,170.0,172.5,0.005,-0.005,-7.5,5.7,2023-04-28,AAPL
126,-430.0,170.0,172.5,0.005,-0.005,-7.5,5.7,2023-04-14,AAPL
192,-430.0,170.0,172.5,0.005,-0.005,-7.5,5.7,2023-04-21,AAPL
60,-430.0,170.0,172.5,0.005,-0.005,-7.5,5.7,2023-04-06,AAPL
328,-428.9999999999999,112.0,114.0,0.005,-0.005,-5.55,3.2600000000000002,2023-04-06,GOOGL
460,-428.9999999999999,112.0,114.0,0.005,-0.005,-5.55,3.2600000000000002,2023-04-21,GOOGL
394,-428.9999999999999,112.0,114.0,0.005,-0.005,-5.55,3.2600000000000002,2023-04-14,GOOGL
526,-428.9999999999999,112.0,114.0,0.005,-0.005,-5.55,3.2600000000000002,2023-04-28,GOOGL
265,-424.49999999999994,103.0,105.0,3.555,-5.8,-0.005,0.005,2023-04-06,GOOGL
463,-424.49999999999994,103.0,105.0,3.555,-5.8,-0.005,0.005,2023-04-28,GOOGL
397,-424.49999999999994,103.0,105.0,3.555,-5.8,-0.005,0.005,2023-04-21,GOOGL
331,-424.49999999999994,103.0,105.0,3.555,-5.8,-0.005,0.005,2023-04-14,GOOGL
442,-423.00000000000006,108.0,110.0,0.005,-0.54,-1.7000000000000002,0.005,2023-04-21,GOOGL
508,-423.00000000000006,108.0,110.0,0.005,-0.54,-1.7000000000000002,0.005,2023-04-28,GOOGL
376,-423.00000000000006,108.0,110.0,0.005,-0.54,-1.7000000000000002,0.005,2023-04-14,GOOGL
310,-423.00000000000006,108.0,110.0,0.005,-0.54,-1.7000000000000002,0.005,2023-04-06,GOOGL
448,-420.0,109.0,111.0,0.005,-0.005,-2.9000000000000004,0.7,2023-04-21,GOOGL
514,-420.0,109.0,111.0,0.005,-0.005,-2.9000000000000004,0.7,2023-04-28,GOOGL
316,-420.0,109.0,111.0,0.005,-0.005,-2.9000000000000004,0.7,2023-04-06,GOOGL
382,-420.0,109.0,111.0,0.005,-0.005,-2.9000000000000004,0.7,2023-04-14,GOOGL
655,-404.5,105.0,107.0,0.005,-0.005,-4.975,2.9299999999999997,2023-04-14,AMZN
589,-404.5,105.0,107.0,0.005,-0.005,-4.975,2.9299999999999997,2023-04-06,AMZN
721,-404.5,105.0,107.0,0.005,-0.005,-4.975,2.9299999999999997,2023-04-21,AMZN
787,-404.5,105.0,107.0,0.005,-0.005,-4.975,2.9299999999999997,2023-04-28,AMZN
738,-402.50000000000006,98.0,100.0,2.05,-4.075,-0.005,0.005,2023-04-28,AMZN
790,-402.50000000000006,106.0,108.0,0.005,-0.005,-5.975,3.9499999999999997,2023-04-28,AMZN
1051,-402.50000000000006,95.0,97.0,0.005,-0.005,-4.550000000000001,2.5250000000000004,2023-04-28,AMD
919,-402.50000000000006,95.0,97.0,0.005,-0.005,-4.550000000000001,2.5250000000000004,2023-04-14,AMD
955,-402.50000000000006,90.0,92.0,0.45,-2.475,-0.005,0.005,2023-04-21,AMD
606,-402.50000000000006,98.0,100.0,2.05,-4.075,-0.005,0.005,2023-04-14,AMZN
853,-402.50000000000006,95.0,97.0,0.005,-0.005,-4.550000000000001,2.5250000000000004,2023-04-06,AMD
889,-402.50000000000006,90.0,92.0,0.45,-2.475,-0.005,0.005,2023-04-14,AMD
1021,-402.50000000000006,90.0,92.0,0.45,-2.475,-0.005,0.005,2023-04-28,AMD
592,-402.50000000000006,106.0,108.0,0.005,-0.005,-5.975,3.9499999999999997,2023-04-06,AMZN
540,-402.50000000000006,98.0,100.0,2.05,-4.075,-0.005,0.005,2023-04-06,AMZN
672,-402.50000000000006,98.0,100.0,2.05,-4.075,-0.005,0.005,2023-04-21,AMZN
985,-402.50000000000006,95.0,97.0,0.005,-0.005,-4.550000000000001,2.5250000000000004,2023-04-21,AMD
724,-402.50000000000006,106.0,108.0,0.005,-0.005,-5.975,3.9499999999999997,2023-04-21,AMZN
658,-402.50000000000006,106.0,108.0,0.005,-0.005,-5.975,3.9499999999999997,2023-04-14,AMZN
823,-402.50000000000006,90.0,92.0,0.45,-2.475,-0.005,0.005,2023-04-06,AMD
585,-401.99999999999994,104.0,106.0,0.005,-0.005,-3.9499999999999997,1.9300000000000002,2023-04-06,AMZN
651,-401.99999999999994,104.0,106.0,0.005,-0.005,-3.9499999999999997,1.9300000000000002,2023-04-14,AMZN
717,-401.99999999999994,104.0,106.0,0.005,-0.005,-3.9499999999999997,1.9300000000000002,2023-04-21,AMZN
783,-401.99999999999994,104.0,106.0,0.005,-0.005,-3.9499999999999997,1.9300000000000002,2023-04-28,AMZN
849,-401.49999999999994,94.0,96.0,0.005,-0.005,-3.55,1.535,2023-04-06,AMD
