,Loss,S1,S2,S2_Call,S1_Call,S2_Put,S1_Put,Date,Symbol
981,-401.49999999999994,94.0,96.0,0.005,-0.005,-3.55,1.535,2023-04-21,AMD
1047,-401.49999999999994,94.0,96.0,0.005,-0.005,-3.55,1.535,2023-04-28,AMD
915,-401.49999999999994,94.0,96.0,0.005,-0.005,-3.55,1.535,2023-04-14,AMD
550,-401.0,99.0,101.0,1.0050000000000001,-3.015,-0.005,0.005,2023-04-06,AMZN
616,-401.0,99.0,101.0,1.0050000000000001,-3.015,-0.005,0.005,2023-04-14,AMZN
661,-401.0,97.0,99.0,3.015,-5.025,-0.005,0.005,2023-04-21,AMZN
595,-401.0,97.0,99.0,3.015,-5.025,-0.005,0.005,2023-04-14,AMZN
748,-401.0,99.0,101.0,1.0050000000000001,-3.015,-0.005,0.005,2023-04-28,AMZN
529,-401.0,97.0,99.0,3.015,-5.025,-0.005,0.005,2023-04-06,AMZN
727,-401.0,97.0,99.0,3.015,-5.025,-0.005,0.005,2023-04-28,AMZN
682,-401.0,99.0,101.0,1.0050000000000001,-3.015,-0.005,0.005,2023-04-21,AMZN
844,-400.50000000000006,93.0,95.0,0.005,-0.005,-2.5250000000000004,0.52,2023-04-06,AMD
910,-400.50000000000006,93.0,95.0,0.005,-0.005,-2.5250000000000004,0.52,2023-04-14,AMD
976,-400.50000000000006,93.0,95.0,0.005,-0.005,-2.5250000000000004,0.52,2023-04-21,AMD
1042,-400.50000000000006,93.0,95.0,0.005,-0.005,-2.5250000000000004,0.52,2023-04-28,AMD
757,-400.5,100.0,102.0,0.09,-2.05,-0.049999999999999996,0.005,2023-04-28,AMZN
559,-400.5,100.0,102.0,0.09,-2.05,-0.049999999999999996,0.005,2023-04-06,AMZN
625,-400.5,100.0,102.0,0.09,-2.05,-0.049999999999999996,0.005,2023-04-14,AMZN
691,-400.5,100.0,102.0,0.09,-2.05,-0.049999999999999996,0.005,2023-04-21,AMZN
856,-400.0000000000001,96.0,98.0,0.005,-0.005,-5.550000000000001,3.55,2023-04-06,AMD
922,-400.0000000000001,96.0,98.0,0.005,-0.005,-5.550000000000001,3.55,2023-04-14,AMD
988,-400.0000000000001,96.0,98.0,0.005,-0.005,-5.550000000000001,3.55,2023-04-21,AMD
1054,-400.0000000000001,96.0,98.0,0.005,-0.005,-5.550000000000001,3.55,2023-04-28,AMD
991,-399.99999999999994,87.0,89.0,3.475,-5.475,-0.005,0.005,2023-04-28,AMD
936,-399.99999999999994,88.0,90.0,2.475,-4.475,-0.005,0.005,2023-04-21,AMD
925,-399.99999999999994,87.0,89.0,3.475,-5.475,-0.005,0.005,2023-04-21,AMD
870,-399.99999999999994,88.0,90.0,2.475,-4.475,-0.005,0.005,2023-04-14,AMD
793,-399.99999999999994,87.0,89.0,3.475,-5.475,-0.005,0.005,2023-04-06,AMD
859,-399.99999999999994,87.0,89.0,3.475,-5.475,-0.005,0.005,2023-04-14,AMD
1002,-399.99999999999994,88.0,90.0,2.475,-4.475,-0.005,0.005,2023-04-28,AMD
804,-399.99999999999994,88.0,90.0,2.475,-4.475,-0.005,0.005,2023-04-06,AMD
963,-399.5,91.0,93.0,0.005,-1.4849999999999999,-0.52,0.005,2023-04-21,AMD
897,-399.5,91.0,93.0,0.005,-1.4849999999999999,-0.52,0.005,2023-04-14,AMD
1029,-399.5,91.0,93.0,0.005,-1.4849999999999999,-0.52,0.005,2023-04-28,AMD
831,-399.5,91.0,93.0,0.005,-1.4849999999999999,-0.52,0.005,2023-04-06,AMD
580,-399.49999999999994,103.0,105.0,0.005,-0.005,-2.9299999999999997,0.935,2023-04-06,AMZN
712,-399.49999999999994,103.0,105.0,0.005,-0.005,-2.9299999999999997,0.935,2023-04-21,AMZN
778,-399.49999999999994,103.0,105.0,0.005,-0.005,-2.9299999999999997,0.935,2023-04-28,AMZN
646,-399.49999999999994,103.0,105.0,0.005,-0.005,-2.9299999999999997,0.935,2023-04-14,AMZN
814,-399.0,89.0,91.0,1.4849999999999999,-3.475,-0.005,0.005,2023-04-06,AMD
946,-399.0,89.0,91.0,1.4849999999999999,-3.475,-0.005,0.005,2023-04-21,AMD
1012,-399.0,89.0,91.0,1.4849999999999999,-3.475,-0.005,0.005,2023-04-28,AMD
880,-399.0,89.0,91.0,1.4849999999999999,-3.475,-0.005,0.005,2023-04-14,AMD
904,-397.5,92.0,94.0,0.005,-0.45,-1.535,0.005,2023-04-14,AMD
838,-397.5,92.0,94.0,0.005,-0.45,-1.535,0.005,2023-04-06,AMD
1036,-397.5,92.0,94.0,0.005,-0.45,-1.535,0.005,2023-04-28,AMD
970,-397.5,92.0,94.0,0.005,-0.45,-1.535,0.005,2023-04-21,AMD
427,-397.49999999999994,106.0,108.0,0.54,-2.5149999999999997,-0.005,0.005,2023-04-21,GOOGL
361,-397.49999999999994,106.0,108.0,0.54,-2.5149999999999997,-0.005,0.005,2023-04-14,GOOGL
295,-397.49999999999994,106.0,108.0,0.54,-2.5149999999999997,-0.005,0.005,2023-04-06,GOOGL
493,-397.49999999999994,106.0,108.0,0.54,-2.5149999999999997,-0.005,0.005,2023-04-28,GOOGL
706,-396.5,102.0,104.0,0.005,-0.09,-1.9300000000000002,0.049999999999999996,2023-04-21,AMZN
640,-396.5,102.0,104.0,0.005,-0.09,-1.9300000000000002,0.049999999999999996,2023-04-14,AMZN
574,-396.5,102.0,104.0,0.005,-0.09,-1.9300000000000002,0.049999999999999996,2023-04-06,AMZN
772,-396.5,102.0,104.0,0.005,-0.09,-1.9300000000000002,0.049999999999999996,2023-04-28,AMZN
699,-393.00000000000006,101.0,103.0,0.005,-1.0050000000000001,-0.935,0.005,2023-04-21,AMZN
633,-393.00000000000006,101.0,103.0,0.005,-1.0050000000000001,-0.935,0.005,2023-04-14,AMZN
765,-393.00000000000006,101.0,103.0,0.005,-1.0050000000000001,-0.935,0.005,2023-04-28,AMZN
567,-393.00000000000006,101.0,103.0,0.005,-1.0050000000000001,-0.935,0.005,2023-04-06,AMZN
408,-373.50000000000006,104.0,106.0,2.5149999999999997,-4.25,-0.005,0.005,2023-04-21,GOOGL
342,-373.50000000000006,104.0,106.0,2.5149999999999997,-4.25,-0.005,0.005,2023-04-14,GOOGL
276,-373.50000000000006,104.0,106.0,2.5149999999999997,-4.25,-0.005,0.005,2023-04-06,GOOGL
474,-373.50000000000006,104.0,106.0,2.5149999999999997,-4.25,-0.005,0.005,2023-04-28,GOOGL
453,-356.0,110.0,112.0,0.005,-0.005,-3.2600000000000002,1.7000000000000002,2023-04-21,GOOGL
519,-356.0,110.0,112.0,0.005,-0.005,-3.2600000000000002,1.7000000000000002,2023-04-28,GOOGL
321,-356.0,110.0,112.0,0.005,-0.005,-3.2600000000000002,1.7000000000000002,2023-04-06,GOOGL
387,-356.0,110.0,112.0,0.005,-0.005,-3.2600000000000002,1.7000000000000002,2023-04-14,GOOGL
523,-330.99999999999994,111.0,113.0,0.005,-0.005,-4.21,2.9000000000000004,2023-04-28,GOOGL
457,-330.99999999999994,111.0,113.0,0.005,-0.005,-4.21,2.9000000000000004,2023-04-21,GOOGL
325,-330.99999999999994,111.0,113.0,0.005,-0.005,-4.21,2.9000000000000004,2023-04-06,GOOGL
391,-330.99999999999994,111.0,113.0,0.005,-0.005,-4.21,2.9000000000000004,2023-04-14,GOOGL
418,-328.5,105.0,107.0,2.27,-3.555,-0.005,0.005,2023-04-21,GOOGL
484,-328.5,105.0,107.0,2.27,-3.555,-0.005,0.005,2023-04-28,GOOGL
352,-328.5,105.0,107.0,2.27,-3.555,-0.005,0.005,2023-04-14,GOOGL
286,-328.5,105.0,107.0,2.27,-3.555,-0.005,0.005,2023-04-06,GOOGL
434,-273.0,107.0,108.0,0.54,-2.27,-0.005,0.005,2023-04-21,GOOGL
302,-273.0,107.0,108.0,0.54,-2.27,-0.005,0.005,2023-04-06,GOOGL
368,-273.0,107.0,108.0,0.54,-2.27,-0.005,0.005,2023-04-14,GOOGL
500,-273.0,107.0,108.0,0.54,-2.27,-0.005,0.005,2023-04-28,GOOGL
330,-254.99999999999997,103.0,104.0,4.25,-5.8,-0.005,0.005,2023-04-14,GOOGL
462,-254.99999999999997,103.0,104.0,4.25,-5.8,-0.005,0.005,2023-04-28,GOOGL
396,-254.99999999999997,103.0,104.0,4.25,-5.8,-0.005,0.005,2023-04-21,GOOGL
264,-254.99999999999997,103.0,104.0,4.25,-5.8,-0.005,0.005,2023-04-06,GOOGL
527,-234.0,113.0,114.0,0.005,-0.005,-5.55,4.21,2023-04-28,GOOGL
461,-234.0,113.0,114.0,0.005,-0.005,-5.55,4.21,2023-04-21,GOOGL
395,-234.0,113.0,114.0,0.005,-0.005,-5.55,4.21,2023-04-14,GOOGL
329,-234.0,113.0,114.0,0.005,-0.005,-5.55,4.21,2023-04-06,GOOGL
507,-223.0,108.0,109.0,0.005,-0.54,-0.7,0.005,2023-04-28,GOOGL
441,-223.0,108.0,109.0,0.005,-0.54,-0.7,0.005,2023-04-21,GOOGL
375,-223.0,108.0,109.0,0.005,-0.54,-0.7,0.005,2023-04-14,GOOGL
309,-223.0,108.0,109.0,0.005,-0.54,-0.7,0.005,2023-04-06,GOOGL
386,-220.00000000000003,110.0,111.0,0.005,-0.005,-2.9000000000000004,1.7000000000000002,2023-04-14,GOOGL
518,-220.00000000000003,110.0,111.0,0.005,-0.005,-2.9000000000000004,1.7000000000000002,2023-04-28,GOOGL
452,-220.00000000000003,110.0,111.0,0.005,-0.005,-2.9000000000000004,1.7000000000000002,2023-04-21,GOOGL
320,-220.00000000000003,110.0,111.0,0.005,-0.005,-2.9000000000000004,1.7000000000000002,2023-04-06,GOOGL
539,-206.0,98.0,99.0,3.015,-4.075,-0.005,0.005,2023-04-06,AMZN
737,-206.0,98.0,99.0,3.015,-4.075,-0.005,0.005,2023-04-28,AMZN
671,-206.0,98.0,99.0,3.015,-4.075,-0.005,0.005,2023-04-21,AMZN
605,-206.0,98.0,99.0,3.015,-4.075,-0.005,0.005,2023-04-14,AMZN
558,-204.5,100.0,101.0,1.0050000000000001,-2.05,-0.005,0.005,2023-04-06,AMZN
690,-204.5,100.0,101.0,1.0050000000000001,-2.05,-0.005,0.005,2023-04-21,AMZN
624,-204.5,100.0,101.0,1.0050000000000001,-2.05,-0.005,0.005,2023-04-14,AMZN
756,-204.5,100.0,101.0,1.0050000000000001,-2.05,-0.005,0.005,2023-04-28,AMZN
285,-204.00000000000006,105.0,106.0,2.5149999999999997,-3.555,-0.005,0.005,2023-04-06,GOOGL
417,-204.00000000000006,105.0,106.0,2.5149999999999997,-3.555,-0.005,0.005,2023-04-21,GOOGL
483,-204.00000000000006,105.0,106.0,2.5149999999999997,-3.555,-0.005,0.005,2023-04-28,GOOGL
351,-204.00000000000006,105.0,106.0,2.5149999999999997,-3.555,-0.005,0.005,2023-04-14,GOOGL
896,-203.5,91.0,92.0,0.45,-1.4849999999999999,-0.005,0.005,2023-04-14,AMD
962,-203.5,91.0,92.0,0.45,-1.4849999999999999,-0.005,0.005,2023-04-21,AMD
830,-203.5,91.0,92.0,0.45,-1.4849999999999999,-0.005,0.005,2023-04-06,AMD
1028,-203.5,91.0,92.0,0.45,-1.4849999999999999,-0.005,0.005,2023-04-28,AMD
591,-202.5,106.0,107.0,0.005,-0.005,-4.975,3.9499999999999997,2023-04-06,AMZN
657,-202.5,106.0,107.0,0.005,-0.005,-4.975,3.9499999999999997,2023-04-14,AMZN
789,-202.5,106.0,107.0,0.005,-0.005,-4.975,3.9499999999999997,2023-04-28,AMZN
723,-202.5,106.0,107.0,0.005,-0.005,-4.975,3.9499999999999997,2023-04-21,AMZN
852,-202.49999999999994,95.0,96.0,0.005,-0.005,-3.55,2.5250000000000004,2023-04-06,AMD
1050,-202.49999999999994,95.0,96.0,0.005,-0.005,-3.55,2.5250000000000004,2023-04-28,AMD
918,-202.49999999999994,95.0,96.0,0.005,-0.005,-3.55,2.5250000000000004,2023-04-14,AMD
984,-202.49999999999994,95.0,96.0,0.005,-0.005,-3.55,2.5250000000000004,2023-04-21,AMD
786,-202.0,105.0,106.0,0.005,-0.005,-3.9499999999999997,2.9299999999999997,2023-04-28,AMZN
720,-202.0,105.0,106.0,0.005,-0.005,-3.9499999999999997,2.9299999999999997,2023-04-21,AMZN
588,-202.0,105.0,106.0,0.005,-0.005,-3.9499999999999997,2.9299999999999997,2023-04-06,AMZN
654,-202.0,105.0,106.0,0.005,-0.005,-3.9499999999999997,2.9299999999999997,2023-04-14,AMZN
1041,-201.49999999999997,93.0,94.0,0.005,-0.005,-1.535,0.52,2023-04-28,AMD
975,-201.49999999999997,93.0,94.0,0.005,-0.005,-1.535,0.52,2023-04-21,AMD
843,-201.49999999999997,93.0,94.0,0.005,-0.005,-1.535,0.52,2023-04-06,AMD
909,-201.49999999999997,93.0,94.0,0.005,-0.005,-1.535,0.52,2023-04-14,AMD
987,-200.00000000000009,96.0,97.0,0.005,-0.005,-4.550000000000001,3.55,2023-04-21,AMD
921,-200.00000000000009,96.0,97.0,0.005,-0.005,-4.550000000000001,3.55,2023-04-14,AMD
1053,-200.00000000000009,96.0,97.0,0.005,-0.005,-4.550000000000001,3.55,2023-04-28,AMD
855,-200.00000000000009,96.0,97.0,0.005,-0.005,-4.550000000000001,3.55,2023-04-06,AMD
990,-200.0,87.0,88.0,4.475,-5.475,-0.005,0.005,2023-04-28,AMD
924,-200.0,87.0,88.0,4.475,-5.475,-0.005,0.005,2023-04-21,AMD
513,-200.0,109.0,110.0,0.005,-0.005,-1.7000000000000002,0.7,2023-04-28,GOOGL
1011,-200.0,89.0,90.0,2.475,-3.475,-0.005,0.005,2023-04-28,AMD
593,-200.0,107.0,108.0,0.005,-0.005,-5.975,4.975,2023-04-06,AMZN
381,-200.0,109.0,110.0,0.005,-0.005,-1.7000000000000002,0.7,2023-04-14,GOOGL
447,-200.0,109.0,110.0,0.005,-0.005,-1.7000000000000002,0.7,2023-04-21,GOOGL
315,-200.0,109.0,110.0,0.005,-0.005,-1.7000000000000002,0.7,2023-04-06,GOOGL
923,-200.0,97.0,98.0,0.005,-0.005,-5.550000000000001,4.550000000000001,2023-04-14,AMD
1055,-200.0,97.0,98.0,0.005,-0.005,-5.550000000000001,4.550000000000001,2023-04-28,AMD
659,-200.0,107.0,108.0,0.005,-0.005,-5.975,4.975,2023-04-14,AMZN
791,-200.0,107.0,108.0,0.005,-0.005,-5.975,4.975,2023-04-28,AMZN
813,-200.0,89.0,90.0,2.475,-3.475,-0.005,0.005,2023-04-06,AMD
989,-200.0,97.0,98.0,0.005,-0.005,-5.550000000000001,4.550000000000001,2023-04-21,AMD
857,-200.0,97.0,98.0,0.005,-0.005,-5.550000000000001,4.550000000000001,2023-04-06,AMD
945,-200.0,89.0,90.0,2.475,-3.475,-0.005,0.005,2023-04-21,AMD
858,-200.0,87.0,88.0,4.475,-5.475,-0.005,0.005,2023-04-14,AMD
725,-200.0,107.0,108.0,0.005,-0.005,-5.975,4.975,2023-04-21,AMZN
792,-200.0,87.0,88.0,4.475,-5.475,-0.005,0.005,2023-04-06,AMD
879,-200.0,89.0,90.0,2.475,-3.475,-0.005,0.005,2023-04-14,AMD
782,-199.99999999999994,104.0,105.0,0.005,-0.005,-2.9299999999999997,1.9300000000000002,2023-04-28,AMZN
869,-199.99999999999994,88.0,89.0,3.475,-4.475,-0.005,0.005,2023-04-14,AMD
716,-199.99999999999994,104.0,105.0,0.005,-0.005,-2.9299999999999997,1.9300000000000002,2023-04-21,AMZN
803,-199.99999999999994,88.0,89.0,3.475,-4.475,-0.005,0.005,2023-04-06,AMD
650,-199.99999999999994,104.0,105.0,0.005,-0.005,-2.9299999999999997,1.9300000000000002,2023-04-14,AMZN
584,-199.99999999999994,104.0,105.0,0.005,-0.005,-2.9299999999999997,1.9300000000000002,2023-04-06,AMZN
1001,-199.99999999999994,88.0,89.0,3.475,-4.475,-0.005,0.005,2023-04-28,AMD
935,-199.99999999999994,88.0,89.0,3.475,-4.475,-0.005,0.005,2023-04-21,AMD
777,-199.5,103.0,104.0,0.005,-0.005,-1.9300000000000002,0.935,2023-04-28,AMZN
645,-199.5,103.0,104.0,0.005,-0.005,-1.9300000000000002,0.935,2023-04-14,AMZN
579,-199.5,103.0,104.0,0.005,-0.005,-1.9300000000000002,0.935,2023-04-06,AMZN
711,-199.5,103.0,104.0,0.005,-0.005,-1.9300000000000002,0.935,2023-04-21,AMZN
914,-199.00000000000006,94.0,95.0,0.005,-0.005,-2.5250000000000004,1.535,2023-04-14,AMD
980,-199.00000000000006,94.0,95.0,0.005,-0.005,-2.5250000000000004,1.535,2023-04-21,AMD
848,-199.00000000000006,94.0,95.0,0.005,-0.005,-2.5250000000000004,1.535,2023-04-06,AMD
1046,-199.00000000000006,94.0,95.0,0.005,-0.005,-2.5250000000000004,1.535,2023-04-28,AMD
888,-199.00000000000003,90.0,91.0,1.4849999999999999,-2.475,-0.005,0.005,2023-04-14,AMD
822,-199.00000000000003,90.0,91.0,1.4849999999999999,-2.475,-0.005,0.005,2023-04-06,AMD
954,-199.00000000000003,90.0,91.0,1.4849999999999999,-2.475,-0.005,0.005,2023-04-21,AMD
1020,-199.00000000000003,90.0,91.0,1.4849999999999999,-2.475,-0.005,0.005,2023-04-28,AMD
705,-197.0,102.0,103.0,0.005,-0.09,-0.935,0.049999999999999996,2023-04-21,AMZN
771,-197.0,102.0,103.0,0.005,-0.09,-0.935,0.049999999999999996,2023-04-28,AMZN
573,-197.0,102.0,103.0,0.005,-0.09,-0.935,0.049999999999999996,2023-04-06,AMZN
639,-197.0,102.0,103.0,0.005,-0.09,-0.935,0.049999999999999996,2023-04-14,AMZN
747,-196.50000000000003,99.0,100.0,2.05,-3.015,-0.005,0.005,2023-04-28,AMZN
615,-196.50000000000003,99.0,100.0,2.05,-3.015,-0.005,0.005,2023-04-14,AMZN
681,-196.50000000000003,99.0,100.0,2.05,-3.015,-0.005,0.005,2023-04-21,AMZN
549,-196.50000000000003,99.0,100.0,2.05,-3.015,-0.005,0.005,2023-04-06,AMZN
632,-196.00000000000003,101.0,102.0,0.09,-1.0050000000000001,-0.049999999999999996,0.005,2023-04-14,AMZN
698,-196.00000000000003,101.0,102.0,0.09,-1.0050000000000001,-0.049999999999999996,0.005,2023-04-21,AMZN
566,-196.00000000000003,101.0,102.0,0.09,-1.0050000000000001,-0.049999999999999996,0.005,2023-04-06,AMZN
764,-196.00000000000003,101.0,102.0,0.09,-1.0050000000000001,-0.049999999999999996,0.005,2023-04-28,AMZN
903,-196.0,92.0,93.0,0.005,-0.45,-0.52,0.005,2023-04-14,AMD
1035,-196.0,92.0,93.0,0.005,-0.45,-0.52,0.005,2023-04-28,AMD
837,-196.0,92.0,93.0,0.005,-0.45,-0.52,0.005,2023-04-06,AMD
969,-196.0,92.0,93.0,0.005,-0.45,-0.52,0.005,2023-04-21,AMD
660,-195.00000000000003,97.0,98.0,4.075,-5.025,-0.005,0.005,2023-04-21,AMZN
594,-195.00000000000003,97.0,98.0,4.075,-5.025,-0.005,0.005,2023-04-14,AMZN
528,-195.00000000000003,97.0,98.0,4.075,-5.025,-0.005,0.005,2023-04-06,AMZN
726,-195.00000000000003,97.0,98.0,4.075,-5.025,-0.005,0.005,2023-04-28,AMZN
525,-194.99999999999997,112.0,113.0,0.005,-0.005,-4.21,3.2600000000000002,2023-04-28,GOOGL
327,-194.99999999999997,112.0,113.0,0.005,-0.005,-4.21,3.2600000000000002,2023-04-06,GOOGL
459,-194.99999999999997,112.0,113.0,0.005,-0.005,-4.21,3.2600000000000002,2023-04-21,GOOGL
393,-194.99999999999997,112.0,113.0,0.005,-0.005,-4.21,3.2600000000000002,2023-04-14,GOOGL
341,-169.49999999999997,104.0,105.0,3.555,-4.25,-0.005,0.005,2023-04-14,GOOGL
473,-169.49999999999997,104.0,105.0,3.555,-4.25,-0.005,0.005,2023-04-28,GOOGL
275,-169.49999999999997,104.0,105.0,3.555,-4.25,-0.005,0.005,2023-04-06,GOOGL
407,-169.49999999999997,104.0,105.0,3.555,-4.25,-0.005,0.005,2023-04-21,GOOGL
522,-136.0,111.0,112.0,0.005,-0.005,-3.2600000000000002,2.9000000000000004,2023-04-28,GOOGL
324,-136.0,111.0,112.0,0.005,-0.005,-3.2600000000000002,2.9000000000000004,2023-04-06,GOOGL
390,-136.0,111.0,112.0,0.005,-0.005,-3.2600000000000002,2.9000000000000004,2023-04-14,GOOGL
456,-136.0,111.0,112.0,0.005,-0.005,-3.2600000000000002,2.9000000000000004,2023-04-21,GOOGL
360,-124.49999999999997,106.0,107.0,2.27,-2.5149999999999997,-0.005,0.005,2023-04-14,GOOGL
492,-124.49999999999997,106.0,107.0,2.27,-2.5149999999999997,-0.005,0.005,2023-04-28,GOOGL
294,-124.49999999999997,106.0,107.0,2.27,-2.5149999999999997,-0.005,0.005,2023-04-06,GOOGL
426,-124.49999999999997,106.0,107.0,2.27,-2.5149999999999997,-0.005,0.005,2023-04-21,GOOGL
